# Windowed IMU NJS Results
# Source: 012 010 2024-04-19 09-22-01.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	2.040010	0	None	1
1.500	1.000	2.000	2.282836	1	VerticalShelf	1
2.500	2.000	3.000	2.326982	0	HandLeft	1
3.500	3.000	4.000	2.604786	0	BeginTask	1
4.500	4.000	5.000	11.650066	0	BeginTask	1
5.500	5.000	6.000	19.722348	0	BeginTask	1
6.500	6.000	7.000	6.943699	0	BeginTask	1
7.500	7.000	8.000	38.169357	0	BeginTask	1
8.500	8.000	9.000	2.023723	0	BeginTask	1
9.500	9.000	10.000	1.173018	0	FinishTask	1
10.500	10.000	11.000	1.614635	1	VerticalShelf	1
11.500	11.000	12.000	1.820184	0	HandLeft	1
12.500	12.000	13.000	2.115487	0	BeginTask	1
13.500	13.000	14.000	7.473065	0	BeginTask	1
14.500	14.000	15.000	11.049501	0	BeginTask	1
15.500	15.000	16.000	3.592854	0	BeginTask	1
16.500	16.000	17.000	13.260450	0	BeginTask	1
17.500	17.000	18.000	5.994424	0	BeginTask	1
18.500	18.000	19.000	2.844656	0	BeginTask	1
19.500	19.000	20.000	2.070899	0	FinishTask	1
20.500	20.000	21.000	1.705231	0	HandLeft	1
21.500	21.000	22.000	1.901672	0	HandLeft	1
22.500	22.000	23.000	4.955920	0	BeginTask	1
23.500	23.000	24.000	39.367473	0	BeginTask	1
24.500	24.000	25.000	7.143502	0	BeginTask	1
25.500	25.000	26.000	7.970569	0	BeginTask	1
26.500	26.000	27.000	28.238205	0	BeginTask	1
27.500	27.000	28.000	2.767305	0	BeginTask	1
28.500	28.000	29.000	2.382032	0	FinishTask	1
29.500	29.000	30.000	2.292688	0	FinishTask	1
30.500	30.000	31.000	1.676466	0	FinishTask	1
31.500	31.000	32.000	2.810152	1	VerticalShelf	1
32.500	32.000	33.000	2.754790	0	HandLeft	1
33.500	33.000	34.000	3.161888	0	BeginTask	1
34.500	34.000	35.000	12.578955	0	BeginTask	1
35.500	35.000	36.000	32.324408	0	BeginTask	1
36.500	36.000	37.000	5.335439	0	BeginTask	1
37.500	37.000	38.000	119.189976	0	BeginTask	1
38.500	38.000	39.000	3.151567	0	BeginTask	1
39.500	39.000	40.000	3.522181	0	FinishTask	1
40.500	40.000	41.000	2.278309	1	VerticalShelf	1
41.500	41.000	42.000	2.745796	0	HandLeft	1
42.500	42.000	43.000	2.342466	0	BeginTask	1
43.500	43.000	44.000	7.985250	0	BeginTask	1
44.500	44.000	45.000	30.511063	0	BeginTask	1
45.500	45.000	46.000	3.900290	0	BeginTask	1
46.500	46.000	47.000	10.897340	0	BeginTask	1
47.500	47.000	48.000	64.229618	0	BeginTask	1
48.500	48.000	49.000	2.324660	0	BeginTask	1
49.500	49.000	50.000	3.738212	0	FinishTask	1
50.500	50.000	51.000	2.043201	1	VerticalShelf	1
51.500	51.000	52.000	1.808071	0	HandLeft	1
52.500	52.000	53.000	2.208762	0	BeginTask	1
53.500	53.000	54.000	4.204301	0	BeginTask	1
54.500	54.000	55.000	33.214904	0	BeginTask	1
55.500	55.000	56.000	1.756787	0	BeginTask	1
56.500	56.000	57.000	6.701105	0	BeginTask	1
57.500	57.000	58.000	17.515518	0	BeginTask	1
58.500	58.000	59.000	5.139318	0	FinishTask	1
59.500	59.000	60.000	1.885349	0	FinishTask	1
60.500	60.000	61.000	3.077676	1	VerticalShelf	1
61.500	61.000	62.000	1.616361	0	HandLeft	1
62.500	62.000	63.000	2.391867	0	BeginTask	1
63.500	63.000	64.000	8.631718	0	BeginTask	1
64.500	64.000	65.000	22.251684	0	BeginTask	1
65.500	65.000	66.000	8.002092	0	BeginTask	1
66.500	66.000	67.000	8.480139	0	BeginTask	1
67.500	67.000	68.000	2.828787	0	BeginTask	1
68.500	68.000	69.000	2.417400	0	FinishTask	1
69.500	69.000	70.000	2.553725	1	VerticalShelf	1
70.500	70.000	71.000	3.718858	0	HandLeft	1
71.500	71.000	72.000	2.304249	0	BeginTask	1
72.500	72.000	73.000	9.544027	0	BeginTask	1
73.500	73.000	74.000	12.353348	0	BeginTask	1
74.500	74.000	75.000	9.172543	0	BeginTask	1
75.500	75.000	76.000	85.608440	0	BeginTask	1
76.500	76.000	77.000	2.916783	0	BeginTask	1
77.500	77.000	78.000	2.810888	0	FinishTask	1
78.500	78.000	79.000	2.690579	1	VerticalShelf	1
79.500	79.000	80.000	2.204146	0	HandLeft	1
80.500	80.000	81.000	1.605076	0	BeginTask	1
81.500	81.000	82.000	11.876030	0	BeginTask	1
82.500	82.000	83.000	25.649578	0	BeginTask	1
83.500	83.000	84.000	22.176614	0	BeginTask	1
84.500	84.000	85.000	19.317702	0	BeginTask	1
85.500	85.000	86.000	1.696616	0	FinishTask	1
86.500	86.000	87.000	2.129442	1	VerticalShelf	1
87.500	87.000	88.000	2.207053	0	HandLeft	1
88.500	88.000	89.000	2.573639	0	BeginTask	1
89.500	89.000	90.000	9.825049	0	BeginTask	1
90.500	90.000	91.000	32.916083	0	BeginTask	1
91.500	91.000	92.000	6.914693	0	BeginTask	1
92.500	92.000	93.000	11.535869	0	BeginTask	1
93.500	93.000	94.000	8.411876	0	BeginTask	1
94.500	94.000	95.000	2.762152	0	FinishTask	1
95.500	95.000	96.000	2.180904	0	FinishTask	1
96.150	96.000	96.300	0.262385	0	FinishTask	1
