# Windowed IMU NJS Results
# Source: 010 009 2024-04-12 13-09-18.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	1.081090	0	None	1
1.500	1.000	2.000	1.084974	1	VerticalShelf	1
2.500	2.000	3.000	1.263440	0	HandLeft	1
3.500	3.000	4.000	1.425422	0	BeginTask	1
4.500	4.000	5.000	3.972863	0	BeginTask	1
5.500	5.000	6.000	11.566105	0	BeginTask	1
6.500	6.000	7.000	43.975239	0	BeginTask	1
7.500	7.000	8.000	3.727665	0	BeginTask	1
8.500	8.000	9.000	6.762877	0	BeginTask	1
9.500	9.000	10.000	1.989556	0	BeginTask	1
10.500	10.000	11.000	1.666069	0	FinishTask	1
11.500	11.000	12.000	1.147666	1	VerticalShelf	1
12.500	12.000	13.000	1.411756	0	HandLeft	1
13.500	13.000	14.000	0.961000	0	BeginTask	1
14.500	14.000	15.000	3.810156	0	BeginTask	1
15.500	15.000	16.000	9.522799	0	BeginTask	1
16.500	16.000	17.000	16.030936	0	BeginTask	1
17.500	17.000	18.000	6.087402	0	BeginTask	1
18.500	18.000	19.000	4.195928	0	BeginTask	1
19.500	19.000	20.000	1.073731	0	BeginTask	1
20.500	20.000	21.000	1.348678	0	FinishTask	1
21.500	21.000	22.000	1.978448	1	VerticalShelf	1
22.500	22.000	23.000	1.189770	0	HandLeft	1
23.500	23.000	24.000	1.631392	0	BeginTask	1
24.500	24.000	25.000	3.733499	0	BeginTask	1
25.500	25.000	26.000	28.803684	0	BeginTask	1
26.500	26.000	27.000	2.718341	0	BeginTask	1
27.500	27.000	28.000	5.912687	0	BeginTask	1
28.500	28.000	29.000	8.368788	0	BeginTask	1
29.500	29.000	30.000	1.472254	0	BeginTask	1
30.500	30.000	31.000	1.604966	0	FinishTask	1
31.500	31.000	32.000	1.420796	1	VerticalShelf	1
32.500	32.000	33.000	1.265863	0	BeginTask	1
33.500	33.000	34.000	2.973055	0	BeginTask	1
34.500	34.000	35.000	11.839058	0	BeginTask	1
35.500	35.000	36.000	1.497260	0	BeginTask	1
