# Windowed IMU NJS Results
# Source: 015 013 2024-07-31 15-35-23.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	1.528636	0	None	1
1.500	1.000	2.000	0.940108	0	Pour	1
2.500	2.000	3.000	1.340217	1	Pour	1
3.500	3.000	4.000	1.074692	0	HandRight	1
4.500	4.000	5.000	0.948928	0	BeginTask	1
5.500	5.000	6.000	1.363875	0	BeginTask	1
6.500	6.000	7.000	8.733818	0	BeginTask	1
7.500	7.000	8.000	6.718668	0	BeginTask	1
8.500	8.000	9.000	0.555509	0	BeginTask	1
9.500	9.000	10.000	0.660427	0	BeginTask	1
10.500	10.000	11.000	3.497573	0	BeginTask	1
11.500	11.000	12.000	2.942384	0	BeginTask	1
12.500	12.000	13.000	1.025319	0	FinishTask	1
13.500	13.000	14.000	1.309222	1	Pour	1
14.500	14.000	15.000	1.147571	0	BeginTask	1
15.500	15.000	16.000	9.192164	0	BeginTask	1
16.500	16.000	17.000	1.348905	0	BeginTask	1
17.500	17.000	18.000	0.508002	0	BeginTask	1
18.500	18.000	19.000	0.477779	0	BeginTask	1
19.500	19.000	20.000	2.416420	0	BeginTask	1
20.500	20.000	21.000	16.796716	0	BeginTask	1
21.500	21.000	22.000	0.390342	0	FinishTask	1
22.500	22.000	23.000	1.011703	1	Pour	1
23.500	23.000	24.000	1.177181	0	BeginTask	1
24.500	24.000	25.000	7.506519	0	BeginTask	1
25.500	25.000	26.000	3.054897	0	BeginTask	1
26.500	26.000	27.000	0.818609	0	BeginTask	1
27.500	27.000	28.000	1.649855	0	BeginTask	1
28.500	28.000	29.000	2.254179	0	BeginTask	1
29.500	29.000	30.000	1.232045	0	BeginTask	1
30.500	30.000	31.000	1.281980	0	BeginTask	1
31.500	31.000	32.000	1.174653	0	FinishTask	1
32.500	32.000	33.000	0.753115	1	Pour	1
33.500	33.000	34.000	1.008111	0	BeginTask	1
34.500	34.000	35.000	3.395594	0	BeginTask	1
35.500	35.000	36.000	2.698292	0	BeginTask	1
36.500	36.000	37.000	0.777091	0	BeginTask	1
37.500	37.000	38.000	1.037498	0	BeginTask	1
38.500	38.000	39.000	3.338356	0	BeginTask	1
39.500	39.000	40.000	1.849017	0	BeginTask	1
40.500	40.000	41.000	15.340562	0	BeginTask	1
