# Windowed IMU NJS Results
# Source: 001 1 2023-11-1 13-28-45.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	1.478762	0	None	1
1.500	1.000	2.000	2.200043	0	None	1
2.500	2.000	3.000	0.780083	1	Pour	1
3.500	3.000	4.000	0.841516	0	HandLeft	1
4.500	4.000	5.000	1.706219	0	BeginTask	1
5.500	5.000	6.000	1.210663	0	BeginTask	1
6.500	6.000	7.000	6.878981	0	BeginTask	1
7.500	7.000	8.000	2.083571	0	BeginTask	1
8.500	8.000	9.000	1.002601	0	BeginTask	1
9.500	9.000	10.000	0.857765	0	BeginTask	1
10.500	10.000	11.000	0.771350	0	BeginTask	1
11.500	11.000	12.000	7.152534	0	BeginTask	1
12.500	12.000	13.000	2.579819	0	BeginTask	1
13.500	13.000	14.000	1.631082	0	BeginTask	1
14.500	14.000	15.000	1.004705	0	FinishTask	1
15.500	15.000	16.000	0.934069	1	Pour	1
16.500	16.000	17.000	1.836360	0	HandLeft	1
17.500	17.000	18.000	1.396544	0	BeginTask	1
18.500	18.000	19.000	0.932908	0	BeginTask	1
19.500	19.000	20.000	5.101236	0	BeginTask	1
20.500	20.000	21.000	5.174426	0	BeginTask	1
21.500	21.000	22.000	1.379631	0	BeginTask	1
22.500	22.000	23.000	1.328622	0	BeginTask	1
23.500	23.000	24.000	0.977449	0	BeginTask	1
24.500	24.000	25.000	3.698616	0	BeginTask	1
25.500	25.000	26.000	2.019586	0	BeginTask	1
26.500	26.000	27.000	1.680880	0	FinishTask	1
27.500	27.000	28.000	0.857943	0	FinishTask	1
28.500	28.000	29.000	1.390944	1	Pour	1
29.500	29.000	30.000	1.674628	0	HandLeft	1
30.500	30.000	31.000	1.352178	0	BeginTask	1
31.500	31.000	32.000	1.562489	0	BeginTask	1
32.500	32.000	33.000	4.377160	0	BeginTask	1
33.500	33.000	34.000	3.498889	0	BeginTask	1
34.500	34.000	35.000	1.103973	0	BeginTask	1
35.500	35.000	36.000	1.068933	0	BeginTask	1
36.500	36.000	37.000	1.201870	0	BeginTask	1
37.500	37.000	38.000	6.641591	0	BeginTask	1
38.500	38.000	39.000	4.013925	0	BeginTask	1
39.500	39.000	40.000	1.561255	0	FinishTask	1
40.500	40.000	41.000	1.140512	0	FinishTask	1
41.500	41.000	42.000	0.873907	1	Pour	1
42.500	42.000	43.000	1.688103	1	Pour	1
43.500	43.000	44.000	1.037376	0	HandLeft	1
44.500	44.000	45.000	1.278746	0	BeginTask	1
45.500	45.000	46.000	1.514343	0	BeginTask	1
46.500	46.000	47.000	3.341707	0	BeginTask	1
47.500	47.000	48.000	1.953506	0	BeginTask	1
48.500	48.000	49.000	0.699978	0	BeginTask	1
49.500	49.000	50.000	0.693255	0	BeginTask	1
50.500	50.000	51.000	3.719064	0	BeginTask	1
51.500	51.000	52.000	41.221400	0	BeginTask	1
52.500	52.000	53.000	1.881760	0	FinishTask	1
53.500	53.000	54.000	1.915440	0	FinishTask	1
54.500	54.000	55.000	1.535295	1	Pour	1
55.500	55.000	56.000	1.708785	1	Pour	1
56.500	56.000	57.000	1.168218	0	HandLeft	1
57.500	57.000	58.000	1.434765	0	BeginTask	1
58.500	58.000	59.000	2.902797	0	BeginTask	1
59.500	59.000	60.000	3.829342	0	BeginTask	1
60.500	60.000	61.000	0.832918	0	BeginTask	1
61.500	61.000	62.000	0.791611	0	BeginTask	1
62.500	62.000	63.000	2.768119	0	BeginTask	1
63.500	63.000	64.000	2.111362	0	BeginTask	1
64.500	64.000	65.000	3.783866	0	BeginTask	1
65.500	65.000	66.000	1.225970	0	BeginTask	1
66.500	66.000	67.000	1.078051	0	FinishTask	1
67.500	67.000	68.000	1.090415	1	Pour	1
68.500	68.000	69.000	1.203760	1	Pour	1
69.500	69.000	70.000	0.770720	0	HandLeft	1
70.500	70.000	71.000	1.017715	0	BeginTask	1
71.500	71.000	72.000	2.592775	0	BeginTask	1
72.500	72.000	73.000	4.116347	0	BeginTask	1
73.500	73.000	74.000	0.844741	0	BeginTask	1
74.500	74.000	75.000	1.272405	0	BeginTask	1
75.500	75.000	76.000	0.872551	0	BeginTask	1
76.500	76.000	77.000	5.289345	0	BeginTask	1
77.500	77.000	78.000	3.228141	0	BeginTask	1
78.500	78.000	79.000	1.746079	0	FinishTask	1
79.500	79.000	80.000	1.448002	0	FinishTask	1
80.500	80.000	81.000	1.493498	1	Pour	1
81.500	81.000	82.000	1.481926	0	HandLeft	1
82.500	82.000	83.000	1.819651	0	BeginTask	1
83.500	83.000	84.000	1.555495	0	BeginTask	1
84.500	84.000	85.000	3.045659	0	BeginTask	1
85.500	85.000	86.000	4.230269	0	BeginTask	1
86.500	86.000	87.000	2.118193	0	BeginTask	1
87.500	87.000	88.000	1.488903	0	BeginTask	1
88.500	88.000	89.000	3.206193	0	BeginTask	1
89.500	89.000	90.000	2.930038	0	BeginTask	1
90.500	90.000	91.000	14.377085	0	BeginTask	1
91.500	91.000	92.000	1.274353	0	FinishTask	1
92.500	92.000	93.000	1.691589	0	FinishTask	1
93.500	93.000	94.000	1.435457	1	Pour	1
94.500	94.000	95.000	1.262217	0	HandLeft	1
95.500	95.000	96.000	1.229948	0	BeginTask	1
96.500	96.000	97.000	2.160819	0	BeginTask	1
97.500	97.000	98.000	4.068949	0	BeginTask	1
98.500	98.000	99.000	1.770323	0	BeginTask	1
99.500	99.000	100.000	2.501124	0	BeginTask	1
100.500	100.000	101.000	0.771408	0	BeginTask	1
101.500	101.000	102.000	2.417811	0	BeginTask	1
102.500	102.000	103.000	4.185890	0	BeginTask	1
103.500	103.000	104.000	1.889013	0	FinishTask	1
104.500	104.000	105.000	1.438518	1	Pour	1
105.500	105.000	106.000	1.464733	0	HandLeft	1
106.500	106.000	107.000	1.011883	0	BeginTask	1
107.500	107.000	108.000	2.351153	0	BeginTask	1
108.500	108.000	109.000	2.961620	0	BeginTask	1
109.500	109.000	110.000	4.331992	0	BeginTask	1
110.500	110.000	111.000	1.223214	0	BeginTask	1
111.500	111.000	112.000	0.525987	0	BeginTask	1
112.500	112.000	113.000	2.641193	0	BeginTask	1
113.500	113.000	114.000	13.699125	0	BeginTask	1
114.500	114.000	115.000	2.894619	0	BeginTask	1
115.500	115.000	116.000	2.151708	0	FinishTask	1
116.500	116.000	117.000	0.992180	0	FinishTask	1
117.500	117.000	118.000	1.682613	1	Pour	1
118.500	118.000	119.000	1.623123	0	HandLeft	1
119.500	119.000	120.000	1.437123	0	BeginTask	1
120.500	120.000	121.000	1.856920	0	BeginTask	1
121.500	121.000	122.000	3.425741	0	BeginTask	1
122.500	122.000	123.000	2.874969	0	BeginTask	1
123.500	123.000	124.000	0.687359	0	BeginTask	1
124.500	124.000	125.000	0.821988	0	BeginTask	1
125.500	125.000	126.000	8.803724	0	BeginTask	1
126.500	126.000	127.000	2.444275	0	BeginTask	1
127.500	127.000	128.000	1.229999	0	FinishTask	1
128.500	128.000	129.000	1.193786	0	FinishTask	1
129.060	129.000	129.120	0.038587	0	FinishTask	1
