# Windowed IMU NJS Results
# Source: 003 1 2023-11-7 17-00-00.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	1.299017	0	None	1
1.500	1.000	2.000	0.763899	1	Pour	1
2.500	2.000	3.000	1.426128	0	HandRight	1
3.500	3.000	4.000	1.599753	0	BeginTask	1
4.500	4.000	5.000	5.196200	0	BeginTask	1
5.500	5.000	6.000	1.810315	0	BeginTask	1
6.500	6.000	7.000	0.344683	0	BeginTask	1
7.500	7.000	8.000	0.243960	0	BeginTask	1
8.500	8.000	9.000	0.238487	0	BeginTask	1
9.500	9.000	10.000	7.217893	0	BeginTask	1
10.500	10.000	11.000	27.067545	0	BeginTask	1
11.500	11.000	12.000	0.894675	0	FinishTask	1
12.500	12.000	13.000	1.380047	0	FinishTask	1
13.500	13.000	14.000	1.659034	1	Pour	1
14.500	14.000	15.000	1.298349	0	HandRight	1
15.500	15.000	16.000	1.297142	0	BeginTask	1
16.500	16.000	17.000	4.172236	0	BeginTask	1
17.500	17.000	18.000	14.498129	0	BeginTask	1
18.500	18.000	19.000	0.813287	0	BeginTask	1
19.500	19.000	20.000	0.337587	0	BeginTask	1
20.500	20.000	21.000	0.368253	0	BeginTask	1
21.500	21.000	22.000	5.478831	0	BeginTask	1
22.500	22.000	23.000	60.389273	0	BeginTask	1
23.500	23.000	24.000	1.478427	0	FinishTask	1
24.500	24.000	25.000	1.392199	1	Pour	1
25.500	25.000	26.000	1.239949	0	HandRight	1
26.500	26.000	27.000	1.574280	0	BeginTask	1
27.500	27.000	28.000	2.554973	0	BeginTask	1
28.500	28.000	29.000	3.386352	0	BeginTask	1
29.500	29.000	30.000	0.646590	0	BeginTask	1
30.500	30.000	31.000	0.706240	0	BeginTask	1
31.500	31.000	32.000	0.916702	0	BeginTask	1
32.500	32.000	33.000	11.146100	0	BeginTask	1
33.500	33.000	34.000	4.947823	0	BeginTask	1
34.500	34.000	35.000	1.236506	0	FinishTask	1
35.500	35.000	36.000	1.141120	1	Pour	1
36.500	36.000	37.000	1.287097	0	HandRight	1
37.500	37.000	38.000	0.759232	0	BeginTask	1
38.500	38.000	39.000	5.477147	0	BeginTask	1
39.500	39.000	40.000	4.037875	0	BeginTask	1
40.500	40.000	41.000	0.622812	0	BeginTask	1
41.500	41.000	42.000	0.790733	0	BeginTask	1
42.500	42.000	43.000	12.128229	0	BeginTask	1
43.500	43.000	44.000	4.093284	0	BeginTask	1
44.500	44.000	45.000	1.663381	0	BeginTask	1
45.500	45.000	46.000	1.098926	0	FinishTask	1
46.500	46.000	47.000	1.124291	0	HandRight	1
47.500	47.000	48.000	1.881148	0	BeginTask	1
48.500	48.000	49.000	6.858307	0	BeginTask	1
49.500	49.000	50.000	3.379362	0	BeginTask	1
50.500	50.000	51.000	0.628033	0	BeginTask	1
51.500	51.000	52.000	0.539732	0	BeginTask	1
52.500	52.000	53.000	11.464427	0	BeginTask	1
53.500	53.000	54.000	5.050804	0	BeginTask	1
54.500	54.000	55.000	2.046687	0	FinishTask	1
55.500	55.000	56.000	0.765412	0	FinishTask	1
56.500	56.000	57.000	1.330523	0	FinishTask	1
57.500	57.000	58.000	1.307762	1	Pour	1
58.500	58.000	59.000	0.769957	0	HandRight	1
59.500	59.000	60.000	2.090103	0	BeginTask	1
60.500	60.000	61.000	7.383419	0	BeginTask	1
61.500	61.000	62.000	8.401758	0	BeginTask	1
62.500	62.000	63.000	1.138990	0	BeginTask	1
63.500	63.000	64.000	0.650038	0	BeginTask	1
64.500	64.000	65.000	3.425031	0	BeginTask	1
65.500	65.000	66.000	15.514896	0	BeginTask	1
66.500	66.000	67.000	2.196556	0	BeginTask	1
67.500	67.000	68.000	1.162110	0	FinishTask	1
68.500	68.000	69.000	1.466276	0	HandRight	1
69.500	69.000	70.000	1.564083	0	BeginTask	1
70.500	70.000	71.000	6.241773	0	BeginTask	1
71.500	71.000	72.000	3.921761	0	BeginTask	1
72.500	72.000	73.000	0.799579	0	BeginTask	1
73.500	73.000	74.000	0.926172	0	BeginTask	1
74.500	74.000	75.000	13.011368	0	BeginTask	1
75.500	75.000	76.000	3.353780	0	BeginTask	1
76.500	76.000	77.000	1.044476	0	FinishTask	1
77.500	77.000	78.000	1.675603	1	Pour	1
78.500	78.000	79.000	1.673280	0	HandRight	1
79.500	79.000	80.000	1.061871	0	BeginTask	1
80.500	80.000	81.000	7.548260	0	BeginTask	1
81.500	81.000	82.000	2.734373	0	BeginTask	1
82.500	82.000	83.000	0.599648	0	BeginTask	1
83.500	83.000	84.000	0.443828	0	BeginTask	1
84.500	84.000	85.000	9.487633	0	BeginTask	1
85.500	85.000	86.000	7.819595	0	BeginTask	1
86.500	86.000	87.000	2.748486	0	FinishTask	1
87.500	87.000	88.000	1.688260	0	FinishTask	1
88.500	88.000	89.000	1.499616	1	Pour	1
89.500	89.000	90.000	1.245518	0	HandRight	1
90.500	90.000	91.000	8.634650	0	BeginTask	1
91.500	91.000	92.000	3.126085	0	BeginTask	1
92.500	92.000	93.000	1.012103	0	BeginTask	1
93.500	93.000	94.000	0.484345	0	BeginTask	1
94.500	94.000	95.000	6.047977	0	BeginTask	1
95.500	95.000	96.000	7.781808	0	BeginTask	1
96.500	96.000	97.000	2.688175	0	FinishTask	1
97.500	97.000	98.000	1.447755	1	Pour	1
98.500	98.000	99.000	1.422126	0	HandRight	1
99.500	99.000	100.000	9.985604	0	BeginTask	1
100.500	100.000	101.000	6.074169	0	BeginTask	1
101.500	101.000	102.000	1.731136	0	BeginTask	1
102.500	102.000	103.000	0.472596	0	BeginTask	1
103.500	103.000	104.000	0.640200	0	BeginTask	1
104.500	104.000	105.000	11.136662	0	BeginTask	1
105.500	105.000	106.000	3.854615	0	BeginTask	1
106.500	106.000	107.000	3.554321	0	FinishTask	1
107.500	107.000	108.000	1.208692	0	FinishTask	1
108.240	108.000	108.480	0.306603	0	FinishTask	1
