# Windowed IMU NJS Results
# Source: 002 1 2023-11-9 12-34-01.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	1.212024	0	None	1
1.500	1.000	2.000	1.239396	0	None	1
2.500	2.000	3.000	1.371840	1	VerticalShelf	1
3.500	3.000	4.000	0.841149	0	HandRight	1
4.500	4.000	5.000	0.886627	0	HandRight	1
5.500	5.000	6.000	1.751462	0	HandRight	1
6.500	6.000	7.000	1.055463	0	HandRight	1
7.500	7.000	8.000	1.430216	0	HandRight	1
8.500	8.000	9.000	1.396203	0	HandRight	1
9.500	9.000	10.000	1.151512	0	HandRight	1
10.500	10.000	11.000	1.381847	0	HandRight	1
11.500	11.000	12.000	1.652303	0	HandRight	1
12.500	12.000	13.000	1.189800	0	HandRight	1
13.500	13.000	14.000	1.007817	0	BeginTask	1
14.500	14.000	15.000	1.329869	0	BeginTask	1
15.500	15.000	16.000	2.644853	0	BeginTask	1
16.500	16.000	17.000	25.547029	0	BeginTask	1
17.500	17.000	18.000	8.763492	0	BeginTask	1
18.500	18.000	19.000	5.015522	0	BeginTask	1
19.500	19.000	20.000	2.449376	0	BeginTask	1
20.500	20.000	21.000	45.525552	0	BeginTask	1
21.500	21.000	22.000	1.748097	0	FinishTask	1
22.500	22.000	23.000	0.747509	1	VerticalShelf	1
23.500	23.000	24.000	1.088474	1	VerticalShelf	1
24.500	24.000	25.000	1.597859	0	BeginTask	1
25.500	25.000	26.000	2.975089	0	BeginTask	1
26.500	26.000	27.000	3.777234	0	BeginTask	1
27.500	27.000	28.000	22.056747	0	BeginTask	1
28.500	28.000	29.000	9.470978	0	BeginTask	1
29.500	29.000	30.000	54.219718	0	BeginTask	1
30.500	30.000	31.000	19.341272	0	BeginTask	1
31.500	31.000	32.000	1.489895	0	FinishTask	1
32.500	32.000	33.000	1.047743	1	VerticalShelf	1
33.500	33.000	34.000	1.404409	0	HandRight	1
34.500	34.000	35.000	1.344053	0	BeginTask	1
35.500	35.000	36.000	4.485489	0	BeginTask	1
