# Windowed IMU NJS Results
# Source: 002 1 2023-11-9 12-30-43.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	1.019365	0	None	1
1.500	1.000	2.000	1.068738	1	VerticalSip	1
2.500	2.000	3.000	1.253867	1	VerticalSip	1
3.500	3.000	4.000	1.215382	0	HandRight	1
4.500	4.000	5.000	1.169309	0	BeginTask	1
5.500	5.000	6.000	1.369730	0	BeginTask	1
6.500	6.000	7.000	2.304338	0	BeginTask	1
7.500	7.000	8.000	2.510648	0	BeginTask	1
8.500	8.000	9.000	2.471215	0	BeginTask	1
9.500	9.000	10.000	9.054575	0	BeginTask	1
10.500	10.000	11.000	1.031244	0	BeginTask	1
11.500	11.000	12.000	1.433668	0	BeginTask	1
12.500	12.000	13.000	0.948927	1	VerticalSip	1
13.500	13.000	14.000	1.138649	0	BeginTask	1
14.500	14.000	15.000	1.553911	0	BeginTask	1
15.500	15.000	16.000	3.265439	0	BeginTask	1
16.500	16.000	17.000	2.949062	0	BeginTask	1
17.500	17.000	18.000	4.125140	0	BeginTask	1
18.500	18.000	19.000	3.337072	0	BeginTask	1
19.500	19.000	20.000	1.393365	0	FinishTask	1
20.500	20.000	21.000	0.970721	1	VerticalSip	1
21.500	21.000	22.000	0.922511	0	BeginTask	1
22.500	22.000	23.000	1.550368	0	BeginTask	1
23.500	23.000	24.000	3.139135	0	BeginTask	1
24.500	24.000	25.000	1.684920	0	BeginTask	1
25.500	25.000	26.000	2.101713	0	BeginTask	1
26.500	26.000	27.000	3.215002	0	BeginTask	1
27.500	27.000	28.000	1.307855	0	FinishTask	1
28.500	28.000	29.000	0.681986	0	FinishTask	1
29.500	29.000	30.000	0.846865	1	VerticalSip	1
30.500	30.000	31.000	1.731372	0	BeginTask	1
31.500	31.000	32.000	1.626383	0	BeginTask	1
32.500	32.000	33.000	3.685718	0	BeginTask	1
33.500	33.000	34.000	2.244677	0	BeginTask	1
34.500	34.000	35.000	5.469268	0	BeginTask	1
35.500	35.000	36.000	11.940538	0	BeginTask	1
36.500	36.000	37.000	1.793319	0	FinishTask	1
37.500	37.000	38.000	1.080724	1	VerticalSip	1
38.500	38.000	39.000	1.430767	1	VerticalSip	1
39.500	39.000	40.000	1.066818	0	HandRight	1
40.500	40.000	41.000	1.087268	0	BeginTask	1
41.500	41.000	42.000	3.013205	0	BeginTask	1
42.500	42.000	43.000	2.307084	0	BeginTask	1
43.500	43.000	44.000	4.217157	0	BeginTask	1
44.500	44.000	45.000	2.556597	0	BeginTask	1
45.500	45.000	46.000	3.276194	0	BeginTask	1
46.500	46.000	47.000	7.722483	0	BeginTask	1
47.500	47.000	48.000	0.868827	0	FinishTask	1
48.500	48.000	49.000	1.348625	1	VerticalSip	1
49.500	49.000	50.000	1.509788	0	HandRight	1
50.500	50.000	51.000	1.629765	0	BeginTask	1
51.500	51.000	52.000	2.488107	0	BeginTask	1
52.500	52.000	53.000	2.971510	0	BeginTask	1
53.500	53.000	54.000	4.513841	0	BeginTask	1
54.500	54.000	55.000	12.871947	0	BeginTask	1
55.500	55.000	56.000	4.570132	0	BeginTask	1
56.500	56.000	57.000	1.084392	0	FinishTask	1
57.500	57.000	58.000	1.238810	1	VerticalSip	1
58.500	58.000	59.000	0.798032	0	BeginTask	1
59.500	59.000	60.000	2.125733	0	BeginTask	1
60.500	60.000	61.000	3.846233	0	BeginTask	1
61.500	61.000	62.000	2.373780	0	BeginTask	1
62.500	62.000	63.000	4.429958	0	BeginTask	1
63.500	63.000	64.000	9.405925	0	BeginTask	1
64.500	64.000	65.000	3.274062	0	BeginTask	1
65.500	65.000	66.000	1.562245	0	FinishTask	1
66.500	66.000	67.000	1.099566	0	HandRight	1
67.500	67.000	68.000	1.525561	0	BeginTask	1
68.500	68.000	69.000	1.384283	0	BeginTask	1
69.500	69.000	70.000	3.133562	0	BeginTask	1
70.500	70.000	71.000	3.485336	0	BeginTask	1
71.500	71.000	72.000	4.172390	0	BeginTask	1
72.500	72.000	73.000	3.962633	0	BeginTask	1
73.500	73.000	74.000	1.155083	0	FinishTask	1
74.500	74.000	75.000	1.388340	0	HandRight	1
75.500	75.000	76.000	1.375398	0	BeginTask	1
76.500	76.000	77.000	2.358107	0	BeginTask	1
77.500	77.000	78.000	2.750642	0	BeginTask	1
78.500	78.000	79.000	4.027675	0	BeginTask	1
79.500	79.000	80.000	2.621602	0	BeginTask	1
80.500	80.000	81.000	4.536526	0	BeginTask	1
81.500	81.000	82.000	1.034772	0	FinishTask	1
82.500	82.000	83.000	1.032065	1	VerticalSip	1
83.500	83.000	84.000	0.637450	0	BeginTask	1
84.500	84.000	85.000	2.413001	0	BeginTask	1
85.500	85.000	86.000	2.751566	0	BeginTask	1
86.500	86.000	87.000	4.782568	0	BeginTask	1
87.500	87.000	88.000	3.063289	0	BeginTask	1
88.500	88.000	89.000	58.012197	0	BeginTask	1
89.500	89.000	90.000	1.348868	0	FinishTask	1
90.500	90.000	91.000	1.102578	0	FinishTask	1
91.140	91.000	91.280	0.081013	0	FinishTask	1
