# Windowed IMU NJS Results
# Source: 002 1 2023-11-9 12-36-40.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	0.991424	0	None	1
1.500	1.000	2.000	0.992064	1	Pour	1
2.500	2.000	3.000	1.093723	0	HandRight	1
3.500	3.000	4.000	0.817007	0	BeginTask	1
4.500	4.000	5.000	1.259395	0	BeginTask	1
5.500	5.000	6.000	4.433903	0	BeginTask	1
6.500	6.000	7.000	4.078261	0	BeginTask	1
7.500	7.000	8.000	0.713981	0	BeginTask	1
8.500	8.000	9.000	0.398357	0	BeginTask	1
9.500	9.000	10.000	27.919884	0	BeginTask	1
10.500	10.000	11.000	5.792338	0	BeginTask	1
11.500	11.000	12.000	1.391508	0	BeginTask	1
12.500	12.000	13.000	1.315347	0	FinishTask	1
13.500	13.000	14.000	1.100990	1	Pour	1
14.500	14.000	15.000	1.355894	0	BeginTask	1
15.500	15.000	16.000	0.837865	0	BeginTask	1
16.500	16.000	17.000	4.309093	0	BeginTask	1
17.500	17.000	18.000	2.974077	0	BeginTask	1
18.500	18.000	19.000	0.743038	0	BeginTask	1
19.500	19.000	20.000	0.882797	0	BeginTask	1
20.500	20.000	21.000	12.880794	0	BeginTask	1
21.500	21.000	22.000	20.704550	0	BeginTask	1
22.500	22.000	23.000	1.796477	0	BeginTask	1
23.500	23.000	24.000	1.307565	0	FinishTask	1
24.500	24.000	25.000	0.874370	1	Pour	1
25.500	25.000	26.000	1.154609	0	HandRight	1
26.500	26.000	27.000	1.138045	0	BeginTask	1
27.500	27.000	28.000	4.745346	0	BeginTask	1
28.500	28.000	29.000	2.659000	0	BeginTask	1
29.500	29.000	30.000	0.837494	0	BeginTask	1
30.500	30.000	31.000	0.831319	0	BeginTask	1
31.500	31.000	32.000	2.528235	0	BeginTask	1
32.500	32.000	33.000	8.078363	0	BeginTask	1
33.500	33.000	34.000	1.177521	0	FinishTask	1
34.500	34.000	35.000	0.858356	0	FinishTask	1
35.500	35.000	36.000	1.833077	0	HandRight	1
36.500	36.000	37.000	1.663903	0	BeginTask	1
37.500	37.000	38.000	1.450489	0	BeginTask	1
38.500	38.000	39.000	8.645670	0	BeginTask	1
39.500	39.000	40.000	1.075940	0	BeginTask	1
40.500	40.000	41.000	0.878452	0	BeginTask	1
41.500	41.000	42.000	0.770645	0	BeginTask	1
42.500	42.000	43.000	2.796034	0	BeginTask	1
43.500	43.000	44.000	7.870908	0	BeginTask	1
44.500	44.000	45.000	1.026571	0	FinishTask	1
45.500	45.000	46.000	1.413567	0	FinishTask	1
46.500	46.000	47.000	1.296706	1	Pour	1
47.500	47.000	48.000	1.023226	0	HandRight	1
48.500	48.000	49.000	1.580477	0	BeginTask	1
49.500	49.000	50.000	6.323089	0	BeginTask	1
50.500	50.000	51.000	2.099886	0	BeginTask	1
51.500	51.000	52.000	0.974178	0	BeginTask	1
52.500	52.000	53.000	1.338418	0	BeginTask	1
53.500	53.000	54.000	24.502225	0	BeginTask	1
54.500	54.000	55.000	1.824986	0	BeginTask	1
55.500	55.000	56.000	1.200704	0	FinishTask	1
56.500	56.000	57.000	0.802261	0	FinishTask	1
57.500	57.000	58.000	1.269219	0	HandRight	1
58.500	58.000	59.000	0.843106	0	BeginTask	1
59.500	59.000	60.000	4.032846	0	BeginTask	1
60.500	60.000	61.000	1.981967	0	BeginTask	1
61.500	61.000	62.000	0.981316	0	BeginTask	1
62.500	62.000	63.000	0.741860	0	BeginTask	1
63.500	63.000	64.000	2.493337	0	BeginTask	1
64.500	64.000	65.000	4.179075	0	BeginTask	1
65.500	65.000	66.000	1.207391	0	FinishTask	1
66.500	66.000	67.000	1.538540	0	FinishTask	1
67.500	67.000	68.000	1.207772	0	HandRight	1
68.500	68.000	69.000	1.609512	0	BeginTask	1
69.500	69.000	70.000	2.165485	0	BeginTask	1
70.500	70.000	71.000	3.786844	0	BeginTask	1
71.500	71.000	72.000	1.824794	0	BeginTask	1
72.500	72.000	73.000	1.353826	0	BeginTask	1
73.500	73.000	74.000	1.361688	0	BeginTask	1
74.500	74.000	75.000	2.449063	0	BeginTask	1
75.500	75.000	76.000	2.278742	0	BeginTask	1
76.500	76.000	77.000	0.822454	0	FinishTask	1
77.500	77.000	78.000	1.411725	1	Pour	1
78.500	78.000	79.000	1.075677	0	HandRight	1
79.500	79.000	80.000	1.335258	0	BeginTask	1
80.500	80.000	81.000	4.907249	0	BeginTask	1
81.500	81.000	82.000	3.985238	0	BeginTask	1
82.500	82.000	83.000	1.251313	0	BeginTask	1
83.500	83.000	84.000	1.220184	0	BeginTask	1
84.500	84.000	85.000	4.704151	0	BeginTask	1
85.500	85.000	86.000	9.708492	0	BeginTask	1
86.500	86.000	87.000	1.625478	0	FinishTask	1
87.500	87.000	88.000	1.784059	1	Pour	1
88.500	88.000	89.000	1.521682	0	HandRight	1
89.500	89.000	90.000	1.869034	0	BeginTask	1
90.500	90.000	91.000	1.294495	0	BeginTask	1
91.500	91.000	92.000	4.316020	0	BeginTask	1
92.500	92.000	93.000	1.393002	0	BeginTask	1
93.500	93.000	94.000	0.785482	0	BeginTask	1
94.500	94.000	95.000	1.008628	0	BeginTask	1
95.500	95.000	96.000	8.206177	0	BeginTask	1
96.500	96.000	97.000	26.794957	0	BeginTask	1
97.500	97.000	98.000	1.420870	0	FinishTask	1
98.500	98.000	99.000	0.943771	0	FinishTask	1
99.500	99.000	100.000	1.578937	0	HandRight	1
100.500	100.000	101.000	1.033035	0	HandRight	1
101.500	101.000	102.000	0.907845	0	BeginTask	1
102.500	102.000	103.000	6.511589	0	BeginTask	1
103.500	103.000	104.000	1.833473	0	BeginTask	1
104.500	104.000	105.000	0.549357	0	BeginTask	1
105.500	105.000	106.000	0.630454	0	BeginTask	1
106.500	106.000	107.000	3.629323	0	BeginTask	1
107.500	107.000	108.000	4.337452	0	BeginTask	1
108.500	108.000	109.000	1.188072	0	BeginTask	1
109.500	109.000	110.000	1.496643	0	FinishTask	1
110.320	110.000	110.640	0.397756	0	FinishTask	1
