# Windowed IMU NJS Results
# Source: 002 1 2023-11-9 12-49-44.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	0.791193	0	None	1
1.500	1.000	2.000	1.272174	0	VerticalShelf	1
2.500	2.000	3.000	1.560029	0	HandLeft	1
3.500	3.000	4.000	1.405533	0	BeginTask	1
4.500	4.000	5.000	1.154829	0	BeginTask	1
5.500	5.000	6.000	2.917382	0	BeginTask	1
6.500	6.000	7.000	4.508018	0	BeginTask	1
7.500	7.000	8.000	51.088362	0	BeginTask	1
8.500	8.000	9.000	2.415378	0	BeginTask	1
9.500	9.000	10.000	3.867898	0	BeginTask	1
10.500	10.000	11.000	4.512429	0	BeginTask	1
11.500	11.000	12.000	0.868408	0	FinishTask	1
12.500	12.000	13.000	1.243323	1	VerticalShelf	1
13.500	13.000	14.000	1.331131	0	HandLeft	1
14.500	14.000	15.000	1.402227	0	BeginTask	1
15.500	15.000	16.000	0.662269	0	BeginTask	1
16.500	16.000	17.000	3.146597	0	BeginTask	1
17.500	17.000	18.000	12.063816	0	BeginTask	1
18.500	18.000	19.000	8.364823	0	BeginTask	1
19.500	19.000	20.000	5.649870	0	BeginTask	1
20.500	20.000	21.000	5.422738	0	BeginTask	1
21.500	21.000	22.000	1.133786	0	BeginTask	1
22.500	22.000	23.000	1.029754	1	VerticalShelf	1
23.500	23.000	24.000	1.784999	0	HandLeft	1
24.500	24.000	25.000	1.188796	0	BeginTask	1
25.500	25.000	26.000	1.884606	0	BeginTask	1
26.500	26.000	27.000	2.490546	0	BeginTask	1
27.500	27.000	28.000	8.365797	0	BeginTask	1
28.500	28.000	29.000	4.028857	0	BeginTask	1
29.500	29.000	30.000	2.741335	0	BeginTask	1
30.500	30.000	31.000	21.466777	0	BeginTask	1
31.500	31.000	32.000	1.147955	0	FinishTask	1
