# Windowed IMU NJS Results
# Source: 002 1 2023-11-9 12-46-11.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	1.699572	0	None	1
1.500	1.000	2.000	1.202245	1	VerticalSip	1
2.500	2.000	3.000	1.286203	0	HandLeft	1
3.500	3.000	4.000	1.463125	0	BeginTask	1
4.500	4.000	5.000	2.301415	0	BeginTask	1
5.500	5.000	6.000	4.742597	0	BeginTask	1
6.500	6.000	7.000	4.160764	0	BeginTask	1
7.500	7.000	8.000	17.496392	0	BeginTask	1
8.500	8.000	9.000	0.875809	0	BeginTask	1
9.500	9.000	10.000	1.221512	1	VerticalSip	1
10.500	10.000	11.000	1.250296	0	HandLeft	1
11.500	11.000	12.000	1.557543	0	BeginTask	1
12.500	12.000	13.000	4.517902	0	BeginTask	1
13.500	13.000	14.000	3.293943	0	BeginTask	1
14.500	14.000	15.000	2.998488	0	BeginTask	1
15.500	15.000	16.000	15.356572	0	BeginTask	1
16.500	16.000	17.000	1.554388	0	FinishTask	1
17.500	17.000	18.000	1.412608	0	FinishTask	1
18.500	18.000	19.000	1.092432	1	VerticalSip	1
19.500	19.000	20.000	1.260737	0	HandLeft	1
20.500	20.000	21.000	1.345576	0	BeginTask	1
21.500	21.000	22.000	1.776089	0	BeginTask	1
22.500	22.000	23.000	3.301565	0	BeginTask	1
23.500	23.000	24.000	6.872059	0	BeginTask	1
24.500	24.000	25.000	21.030080	0	BeginTask	1
25.500	25.000	26.000	1.340780	0	BeginTask	1
26.500	26.000	27.000	0.856759	0	FinishTask	1
27.500	27.000	28.000	1.171891	1	VerticalSip	1
28.500	28.000	29.000	0.709505	1	VerticalSip	1
29.500	29.000	30.000	1.936880	0	HandLeft	1
30.500	30.000	31.000	2.410976	0	BeginTask	1
31.500	31.000	32.000	3.728640	0	BeginTask	1
32.500	32.000	33.000	4.285784	0	BeginTask	1
33.500	33.000	34.000	5.683691	0	BeginTask	1
34.500	34.000	35.000	9.713969	0	BeginTask	1
35.500	35.000	36.000	1.209103	0	BeginTask	1
36.500	36.000	37.000	1.270456	0	FinishTask	1
37.500	37.000	38.000	1.215659	1	VerticalSip	1
38.500	38.000	39.000	1.529164	0	BeginTask	1
39.500	39.000	40.000	2.086007	0	BeginTask	1
40.500	40.000	41.000	4.934197	0	BeginTask	1
41.500	41.000	42.000	3.243070	0	BeginTask	1
42.500	42.000	43.000	2.853437	0	BeginTask	1
43.500	43.000	44.000	5.856986	0	BeginTask	1
44.500	44.000	45.000	0.947347	0	BeginTask	1
45.500	45.000	46.000	1.634283	0	FinishTask	1
46.500	46.000	47.000	0.881570	1	VerticalSip	1
47.500	47.000	48.000	1.493586	0	HandLeft	1
48.500	48.000	49.000	1.212015	0	BeginTask	1
49.500	49.000	50.000	4.073409	0	BeginTask	1
50.500	50.000	51.000	3.121390	0	BeginTask	1
51.500	51.000	52.000	5.027154	0	BeginTask	1
52.500	52.000	53.000	6.700342	0	BeginTask	1
53.500	53.000	54.000	1.501789	0	BeginTask	1
54.500	54.000	55.000	1.528307	0	BeginTask	1
55.500	55.000	56.000	1.076342	0	BeginTask	1
56.500	56.000	57.000	1.257664	0	BeginTask	1
57.500	57.000	58.000	1.257610	1	VerticalSip	1
58.500	58.000	59.000	1.067248	1	VerticalSip	1
59.500	59.000	60.000	2.482464	0	BeginTask	1
60.500	60.000	61.000	3.239928	0	BeginTask	1
61.500	61.000	62.000	4.379227	0	BeginTask	1
62.500	62.000	63.000	3.985783	0	BeginTask	1
63.500	63.000	64.000	1.939241	0	BeginTask	1
64.500	64.000	65.000	1.600966	0	FinishTask	1
65.500	65.000	66.000	1.220470	1	VerticalSip	1
66.500	66.000	67.000	1.151422	0	HandLeft	1
67.500	67.000	68.000	1.010910	0	BeginTask	1
68.500	68.000	69.000	3.886861	0	BeginTask	1
69.500	69.000	70.000	3.038813	0	BeginTask	1
70.500	70.000	71.000	5.951107	0	BeginTask	1
71.500	71.000	72.000	12.867573	0	BeginTask	1
72.500	72.000	73.000	0.790346	0	BeginTask	1
73.500	73.000	74.000	1.360407	1	VerticalSip	1
74.500	74.000	75.000	1.053786	0	HandLeft	1
75.500	75.000	76.000	1.088121	0	BeginTask	1
76.500	76.000	77.000	2.466855	0	BeginTask	1
77.500	77.000	78.000	2.482201	0	BeginTask	1
78.500	78.000	79.000	2.670149	0	BeginTask	1
79.500	79.000	80.000	11.428527	0	BeginTask	1
80.500	80.000	81.000	1.515012	0	BeginTask	1
81.500	81.000	82.000	1.240929	0	FinishTask	1
82.500	82.000	83.000	0.927254	1	VerticalSip	1
83.500	83.000	84.000	0.974582	0	BeginTask	1
84.500	84.000	85.000	0.954329	0	BeginTask	1
85.500	85.000	86.000	2.495853	0	BeginTask	1
86.500	86.000	87.000	1.925417	0	BeginTask	1
87.500	87.000	88.000	7.954425	0	BeginTask	1
88.500	88.000	89.000	3.026912	0	BeginTask	1
89.500	89.000	90.000	1.356331	0	FinishTask	1
90.480	90.000	90.960	1.472743	0	FinishTask	1
