# Windowed IMU NJS Results
# Source: 005 005 2024-03-6 13-33-17.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	2.409493	0	None	1
1.500	1.000	2.000	2.199167	1	VerticalShelf	1
2.500	2.000	3.000	2.505925	0	HandRight	1
3.500	3.000	4.000	1.997697	0	BeginTask	1
4.500	4.000	5.000	11.053585	0	BeginTask	1
5.500	5.000	6.000	45.770609	0	BeginTask	1
6.500	6.000	7.000	4.269889	0	BeginTask	1
7.500	7.000	8.000	6.008940	0	BeginTask	1
8.500	8.000	9.000	72.517436	0	BeginTask	1
9.500	9.000	10.000	2.722767	0	BeginTask	1
10.500	10.000	11.000	2.368399	1	VerticalShelf	1
11.500	11.000	12.000	2.107363	0	HandRight	1
12.500	12.000	13.000	4.984283	0	BeginTask	1
13.500	13.000	14.000	7.107231	0	BeginTask	1
14.500	14.000	15.000	5.630938	0	BeginTask	1
15.500	15.000	16.000	2.091544	0	BeginTask	1
16.500	16.000	17.000	18.275949	0	BeginTask	1
17.500	17.000	18.000	44.942569	0	BeginTask	1
18.500	18.000	19.000	1.881897	0	BeginTask	1
19.500	19.000	20.000	1.294595	0	FinishTask	1
20.500	20.000	21.000	1.551859	1	VerticalShelf	1
21.500	21.000	22.000	1.591691	0	BeginTask	1
22.500	22.000	23.000	11.977708	0	BeginTask	1
23.500	23.000	24.000	5.745690	0	BeginTask	1
24.500	24.000	25.000	7.625575	0	BeginTask	1
25.500	25.000	26.000	9.062750	0	BeginTask	1
26.500	26.000	27.000	16.584040	0	BeginTask	1
27.500	27.000	28.000	3.336430	0	BeginTask	1
28.500	28.000	29.000	2.488153	0	FinishTask	1
29.500	29.000	30.000	2.812759	1	VerticalShelf	1
30.500	30.000	31.000	2.622998	0	HandRight	1
31.500	31.000	32.000	3.377600	0	BeginTask	1
32.500	32.000	33.000	12.013001	0	BeginTask	1
33.500	33.000	34.000	17.345312	0	BeginTask	1
34.500	34.000	35.000	15.617397	0	BeginTask	1
35.500	35.000	36.000	12.178918	0	BeginTask	1
36.500	36.000	37.000	19.397408	0	BeginTask	1
