# Windowed IMU NJS Results
# Source: 013 012 2024-07-21 15-59-01.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	0.805027	0	None	1
1.500	1.000	2.000	1.081079	1	VerticalShelf	1
2.500	2.000	3.000	1.014261	0	HandRight	1
3.500	3.000	4.000	1.343755	0	BeginTask	1
4.500	4.000	5.000	2.370199	0	BeginTask	1
5.500	5.000	6.000	2.722607	0	BeginTask	1
6.500	6.000	7.000	17.225171	0	BeginTask	1
7.500	7.000	8.000	1.461640	0	BeginTask	1
8.500	8.000	9.000	2.188539	0	BeginTask	1
9.500	9.000	10.000	1.745327	0	BeginTask	1
10.500	10.000	11.000	7.589514	0	BeginTask	1
11.500	11.000	12.000	1.093975	0	FinishTask	1
12.500	12.000	13.000	1.274640	1	VerticalShelf	1
13.500	13.000	14.000	1.019637	0	HandRight	1
14.500	14.000	15.000	1.160229	0	BeginTask	1
15.500	15.000	16.000	3.462427	0	BeginTask	1
16.500	16.000	17.000	11.806528	0	BeginTask	1
17.500	17.000	18.000	3.452660	0	BeginTask	1
18.500	18.000	19.000	12.108209	0	BeginTask	1
19.500	19.000	20.000	54.291053	0	BeginTask	1
20.500	20.000	21.000	1.643241	0	BeginTask	1
21.500	21.000	22.000	1.696576	0	FinishTask	1
22.500	22.000	23.000	1.309720	1	VerticalShelf	1
23.500	23.000	24.000	0.967328	0	HandRight	1
24.500	24.000	25.000	1.411693	0	BeginTask	1
25.500	25.000	26.000	4.059185	0	BeginTask	1
26.500	26.000	27.000	4.190190	0	BeginTask	1
27.500	27.000	28.000	0.935419	0	BeginTask	1
28.500	28.000	29.000	2.323466	0	BeginTask	1
29.500	29.000	30.000	25.045717	0	BeginTask	1
30.500	30.000	31.000	1.508157	0	BeginTask	1
31.500	31.000	32.000	1.494329	0	FinishTask	1
32.500	32.000	33.000	1.044804	0	HandRight	1
33.500	33.000	34.000	1.151062	0	BeginTask	1
34.500	34.000	35.000	2.876956	0	BeginTask	1
35.500	35.000	36.000	2.527625	0	BeginTask	1
36.500	36.000	37.000	10.528644	0	BeginTask	1
37.500	37.000	38.000	1.762434	0	BeginTask	1
38.500	38.000	39.000	7.149487	0	BeginTask	1
39.500	39.000	40.000	6.720920	0	BeginTask	1
40.500	40.000	41.000	1.795973	0	FinishTask	1
41.500	41.000	42.000	1.303535	1	VerticalShelf	1
42.500	42.000	43.000	1.017050	0	HandRight	1
43.500	43.000	44.000	1.451511	0	BeginTask	1
44.500	44.000	45.000	1.213627	0	BeginTask	1
45.500	45.000	46.000	2.090851	0	BeginTask	1
46.500	46.000	47.000	10.563817	0	BeginTask	1
47.500	47.000	48.000	1.177098	0	BeginTask	1
48.500	48.000	49.000	6.497987	0	BeginTask	1
49.500	49.000	50.000	49.201662	0	BeginTask	1
50.500	50.000	51.000	0.970116	0	FinishTask	1
51.500	51.000	52.000	1.003512	1	VerticalShelf	1
52.500	52.000	53.000	1.316959	0	HandRight	1
53.500	53.000	54.000	1.480630	0	BeginTask	1
54.500	54.000	55.000	3.231010	0	BeginTask	1
55.500	55.000	56.000	7.680361	0	BeginTask	1
56.500	56.000	57.000	1.909382	0	BeginTask	1
57.500	57.000	58.000	3.887234	0	BeginTask	1
58.500	58.000	59.000	2.586027	0	BeginTask	1
59.500	59.000	60.000	49.600114	0	BeginTask	1
60.500	60.000	61.000	1.190388	0	FinishTask	1
61.500	61.000	62.000	1.388552	1	VerticalShelf	1
62.500	62.000	63.000	1.202653	0	HandRight	1
63.500	63.000	64.000	3.984816	0	BeginTask	1
64.500	64.000	65.000	4.288922	0	BeginTask	1
65.500	65.000	66.000	16.144050	0	BeginTask	1
66.500	66.000	67.000	3.873560	0	BeginTask	1
67.500	67.000	68.000	73.735712	0	BeginTask	1
68.500	68.000	69.000	1.460981	0	BeginTask	1
69.500	69.000	70.000	1.180565	0	FinishTask	1
70.500	70.000	71.000	0.989602	0	HandRight	1
71.500	71.000	72.000	1.394145	0	BeginTask	1
72.500	72.000	73.000	2.420580	0	BeginTask	1
73.500	73.000	74.000	3.658411	0	BeginTask	1
74.500	74.000	75.000	62.780393	0	BeginTask	1
75.500	75.000	76.000	1.421607	0	BeginTask	1
76.500	76.000	77.000	2.784741	0	BeginTask	1
77.500	77.000	78.000	8.058369	0	BeginTask	1
78.500	78.000	79.000	1.240467	0	FinishTask	1
79.500	79.000	80.000	0.978559	0	FinishTask	1
80.500	80.000	81.000	1.146785	1	VerticalShelf	1
81.500	81.000	82.000	0.783313	0	BeginTask	1
82.500	82.000	83.000	1.480607	0	BeginTask	1
83.500	83.000	84.000	3.235311	0	BeginTask	1
