# Windowed IMU NJS Results
# Source: 008 007 2024-03-29 13-54-55.txt
# Window: 1.0 sec (last window partial if needed)
# Gap threshold for segments: 0.1 sec
# NJS proxy = (∫ jerk^2 dt * T^2) / (∫ accel^2 dt)
# is_task=1 means window mostly inside rehab activity (SideToSide/Pour/VerticalSip/VerticalShelf)

t_mid_abs	window_start_s	window_end_s	njs	is_task	activity	segment_id
0.500	0.000	1.000	1.527057	0	VerticalSip	1
1.500	1.000	2.000	2.638461	1	VerticalSip	1
2.500	2.000	3.000	1.686291	0	BeginTask	1
3.500	3.000	4.000	9.053730	0	BeginTask	1
4.500	4.000	5.000	9.243351	0	BeginTask	1
5.500	5.000	6.000	5.291823	0	BeginTask	1
6.500	6.000	7.000	114.954384	0	BeginTask	1
7.500	7.000	8.000	1.490482	0	FinishTask	1
8.500	8.000	9.000	2.701096	0	HandRight	1
9.500	9.000	10.000	2.155075	0	BeginTask	1
10.500	10.000	11.000	9.984500	0	BeginTask	1
11.500	11.000	12.000	14.147742	0	BeginTask	1
12.500	12.000	13.000	44.153323	0	BeginTask	1
13.500	13.000	14.000	1.773252	0	BeginTask	1
14.500	14.000	15.000	1.837090	0	FinishTask	1
15.500	15.000	16.000	2.040209	0	BeginTask	1
16.500	16.000	17.000	5.103556	0	BeginTask	1
17.500	17.000	18.000	9.705110	0	BeginTask	1
18.500	18.000	19.000	9.253803	0	BeginTask	1
19.500	19.000	20.000	8.256816	0	BeginTask	1
20.500	20.000	21.000	1.724148	1	VerticalSip	1
21.500	21.000	22.000	1.687818	0	BeginTask	1
22.500	22.000	23.000	2.427873	0	BeginTask	1
23.500	23.000	24.000	13.248037	0	BeginTask	1
24.500	24.000	25.000	8.172675	0	BeginTask	1
25.500	25.000	26.000	24.990003	0	BeginTask	1
26.500	26.000	27.000	1.445902	0	FinishTask	1
27.500	27.000	28.000	2.368698	1	VerticalSip	1
28.500	28.000	29.000	2.164313	0	BeginTask	1
29.500	29.000	30.000	5.732782	0	BeginTask	1
30.500	30.000	31.000	5.442678	0	BeginTask	1
31.500	31.000	32.000	33.392436	0	BeginTask	1
32.500	32.000	33.000	2.999555	0	BeginTask	1
33.500	33.000	34.000	1.783575	1	VerticalSip	1
34.500	34.000	35.000	2.493819	0	HandRight	1
35.500	35.000	36.000	1.539794	0	BeginTask	1
36.500	36.000	37.000	5.080044	0	BeginTask	1
37.500	37.000	38.000	16.911878	0	BeginTask	1
38.500	38.000	39.000	23.438040	0	BeginTask	1
39.500	39.000	40.000	1.124462	0	FinishTask	1
40.500	40.000	41.000	1.765806	1	VerticalSip	1
41.500	41.000	42.000	1.230084	0	HandRight	1
42.500	42.000	43.000	1.479557	0	BeginTask	1
43.500	43.000	44.000	10.378249	0	BeginTask	1
44.500	44.000	45.000	16.477152	0	BeginTask	1
45.500	45.000	46.000	8.647578	0	BeginTask	1
46.500	46.000	47.000	1.606115	0	FinishTask	1
47.500	47.000	48.000	1.665946	1	VerticalSip	1
48.500	48.000	49.000	1.312426	0	HandRight	1
49.500	49.000	50.000	2.597640	0	BeginTask	1
50.500	50.000	51.000	13.662705	0	BeginTask	1
51.500	51.000	52.000	5.639362	0	BeginTask	1
52.500	52.000	53.000	41.845199	0	BeginTask	1
53.500	53.000	54.000	2.970930	0	BeginTask	1
54.500	54.000	55.000	1.353361	1	VerticalSip	1
55.500	55.000	56.000	1.484172	0	BeginTask	1
56.500	56.000	57.000	48.311530	0	BeginTask	1
57.500	57.000	58.000	89.566227	0	BeginTask	1
58.500	58.000	59.000	10.040420	0	BeginTask	1
59.500	59.000	60.000	2.353159	0	FinishTask	1
60.500	60.000	61.000	2.073832	1	VerticalSip	1
61.500	61.000	62.000	1.465000	0	BeginTask	1
62.500	62.000	63.000	8.199684	0	BeginTask	1
63.500	63.000	64.000	5.285271	0	BeginTask	1
64.500	64.000	65.000	85.303573	0	BeginTask	1
65.500	65.000	66.000	1.643120	0	FinishTask	1
66.410	66.000	66.820	2.047708	0	FinishTask	1
